ms;zeit;epoch;rpm;zuendung_grad;map_kpa;temp_c;spannung_v;spule_a;rx
836345;2026-05-22 16:54:00;1779461640;1000;14,0;100;65;13,9;3,1;9463
836882;2026-05-22 16:54:01;1779461641;950;14,0;100;65;13,9;3,1;9468
837412;2026-05-22 16:54:01;1779461641;1000;14,0;100;65;13,9;3,1;9472
838065;2026-05-22 16:54:02;1779461642;1050;14,0;100;65;13,9;3,0;9478
838610;2026-05-22 16:54:02;1779461642;1000;14,0;100;65;14,1;3,0;9482
839144;2026-05-22 16:54:03;1779461643;1050;14,0;100;65;14,1;3,0;9486
839786;2026-05-22 16:54:04;1779461644;1050;14,0;100;65;14,1;3,0;9492
840320;2026-05-22 16:54:04;1779461644;1050;14,6;100;65;14,1;3,0;9496
840853;2026-05-22 16:54:05;1779461645;1050;14,6;100;65;14,1;3,1;9500
841465;2026-05-22 16:54:05;1779461645;1050;14,6;100;65;13,9;3,1;9505
841997;2026-05-22 16:54:06;1779461646;1050;14,6;100;65;13,9;3,1;9510
842529;2026-05-22 16:54:06;1779461646;1050;15,2;100;65;13,9;3,1;9514
843185;2026-05-22 16:54:07;1779461647;1100;15,2;100;65;13,9;3,0;9520
843715;2026-05-22 16:54:07;1779461647;1100;15,2;100;65;13,9;3,0;9525
844250;2026-05-22 16:54:08;1779461648;1100;15,2;100;65;13,9;3,0;9529
844994;2026-05-22 16:54:09;1779461649;1100;14,6;100;65;13,9;3,0;9535
845533;2026-05-22 16:54:09;1779461649;1100;15,2;100;65;13,9;3,0;9540
846065;2026-05-22 16:54:10;1779461650;1050;14,6;100;65;13,9;3,0;9545
846587;2026-05-22 16:54:10;1779461650;1000;14,6;100;65;13,9;3,0;9549
847122;2026-05-22 16:54:11;1779461651;1000;13,4;100;65;13,9;3,0;9553
847654;2026-05-22 16:54:11;1779461651;1000;14,0;100;65;13,9;3,0;9557
848306;2026-05-22 16:54:12;1779461652;1000;13,4;100;65;13,9;3,0;9562
848841;2026-05-22 16:54:13;1779461653;1000;14,0;100;65;13,9;3,0;9566
849375;2026-05-22 16:54:13;1779461653;1000;14,0;100;65;13,9;3,0;9571
850026;2026-05-22 16:54:14;1779461654;1000;14,0;100;65;13,9;3,0;9576
850559;2026-05-22 16:54:14;1779461654;1000;13,4;100;65;13,9;3,0;9580
851090;2026-05-22 16:54:15;1779461655;1000;13,4;100;65;13,9;3,0;9584
851707;2026-05-22 16:54:15;1779461655;1000;13,4;100;65;13,9;3,0;9589
852251;2026-05-22 16:54:16;1779461656;950;14,0;100;65;13,9;3,0;9593
852781;2026-05-22 16:54:17;1779461657;950;13,4;100;65;13,9;3,0;9597
853428;2026-05-22 16:54:17;1779461657;950;13,4;100;65;14,1;3,0;9602
853963;2026-05-22 16:54:18;1779461658;1000;13,4;100;65;14,1;3,0;9606
854494;2026-05-22 16:54:18;1779461658;1100;15,2;100;65;14,1;3,0;9611
855145;2026-05-22 16:54:19;1779461659;1000;14,0;100;65;14,1;3,0;9616
855685;2026-05-22 16:54:19;1779461659;1000;12,8;100;65;14,1;3,0;9620
856217;2026-05-22 16:54:20;1779461660;950;13,4;100;65;13,7;3,0;9624
856905;2026-05-22 16:54:21;1779461661;950;12,8;100;65;13,7;3,0;9629
857435;2026-05-22 16:54:21;1779461661;1050;15,2;100;65;13,7;3,0;9634
857969;2026-05-22 16:54:22;1779461662;1300;17,2;100;65;13,7;2,9;9639
858717;2026-05-22 16:54:22;1779461662;1300;18,0;100;65;13,9;2,9;9647
859253;2026-05-22 16:54:23;1779461663;1300;18,0;100;65;13,9;2,9;9652
859787;2026-05-22 16:54:24;1779461664;1300;18,0;100;65;13,9;3,0;9658
860344;2026-05-22 16:54:24;1779461664;1300;18,0;100;65;13,9;3,0;9664
860878;2026-05-22 16:54:25;1779461665;1300;18,0;100;65;13,9;3,0;9670
861414;2026-05-22 16:54:25;1779461665;1300;18,0;100;65;13,9;3,0;9675
862065;2026-05-22 16:54:26;1779461666;1300;18,0;100;65;13,7;3,0;9682
862614;2026-05-22 16:54:26;1779461666;1300;18,0;100;65;13,7;3,0;9687
863149;2026-05-22 16:54:27;1779461667;1250;18,0;100;65;13,7;3,0;9693
863785;2026-05-22 16:54:28;1779461668;1250;17,2;100;65;13,7;3,0;9700
864320;2026-05-22 16:54:28;1779461668;1300;17,2;100;65;13,9;3,0;9705
864854;2026-05-22 16:54:29;1779461669;1250;17,2;100;65;13,9;3,0;9711
865505;2026-05-22 16:54:29;1779461669;1250;17,2;100;65;13,9;3,0;9717
866051;2026-05-22 16:54:30;1779461670;1250;17,2;100;65;13,9;3,0;9723
866579;2026-05-22 16:54:30;1779461670;1250;16,6;100;65;13,9;3,0;9728
867225;2026-05-22 16:54:31;1779461671;1250;17,2;100;65;13,9;3,0;9734
867755;2026-05-22 16:54:32;1779461672;1250;17,2;100;65;13,9;3,0;9740
868284;2026-05-22 16:54:32;1779461672;1250;17,2;100;65;13,9;3,0;9745
979945;2026-05-22 16:56:24;1779461784;1150;15,2;100;65;13,9;3,0;5
980481;2026-05-22 16:56:24;1779461784;1100;14,6;100;65;13,9;3,0;10
981010;2026-05-22 16:56:25;1779461785;1100;14,6;100;65;13,0;2,8;15
981626;2026-05-22 16:56:25;1779461785;1100;14,6;100;65;13,0;2,8;20
982157;2026-05-22 16:56:26;1779461786;1100;15,2;100;65;13,0;2,8;25
982686;2026-05-22 16:56:26;1779461786;1100;14,6;100;65;13,0;2,8;29
983306;2026-05-22 16:56:27;1779461787;1100;14,6;100;65;13,0;2,9;34
983850;2026-05-22 16:56:28;1779461788;1050;14,6;100;65;13,0;2,9;39
984380;2026-05-22 16:56:28;1779461788;1050;14,6;100;65;13,0;2,9;44
985066;2026-05-22 16:56:29;1779461789;1100;14,6;100;65;13,0;2,9;49
985597;2026-05-22 16:56:29;1779461789;900;11,6;100;65;13,0;3,0;53
986125;2026-05-22 16:56:30;1779461790;850;11,6;100;65;12,8;3,0;57
986746;2026-05-22 16:56:31;1779461791;850;12,2;100;65;12,8;3,0;61
987279;2026-05-22 16:56:31;1779461791;900;12,2;100;66;12,8;3,0;64
987808;2026-05-22 16:56:32;1779461792;850;12,2;100;66;12,8;3,0;68
988505;2026-05-22 16:56:32;1779461792;850;11,6;100;66;12,8;3,0;73
989033;2026-05-22 16:56:33;1779461793;850;11,6;100;66;13,7;3,0;76
989562;2026-05-22 16:56:33;1779461793;850;12,2;100;66;13,7;3,0;80
990225;2026-05-22 16:56:34;1779461794;900;12,2;100;66;13,7;3,0;85
990771;2026-05-22 16:56:35;1779461795;900;12,2;100;66;13,7;3,0;88
991299;2026-05-22 16:56:35;1779461795;900;12,2;100;66;13,7;3,0;92
991946;2026-05-22 16:56:36;1779461796;900;12,2;100;66;13,7;3,0;96
992475;2026-05-22 16:56:36;1779461796;900;12,2;100;66;13,7;3,0;100
993005;2026-05-22 16:56:37;1779461797;900;12,8;100;66;13,7;3,0;104
993626;2026-05-22 16:56:37;1779461797;900;12,2;100;66;13,7;3,0;108
994167;2026-05-22 16:56:38;1779461798;850;12,2;100;66;13,7;3,0;112
994696;2026-05-22 16:56:38;1779461798;900;12,8;100;66;13,7;3,0;116
995346;2026-05-22 16:56:39;1779461799;900;12,2;100;66;13,7;3,0;120
995874;2026-05-22 16:56:40;1779461800;900;12,2;100;66;13,7;3,0;124
996405;2026-05-22 16:56:40;1779461800;900;12,2;100;66;13,7;3,0;127
997025;2026-05-22 16:56:41;1779461801;850;12,2;100;66;13,7;3,1;131
997566;2026-05-22 16:56:41;1779461801;900;12,2;100;66;13,7;3,1;135
998096;2026-05-22 16:56:42;1779461802;850;12,2;100;66;13,7;3,1;139
998746;2026-05-22 16:56:43;1779461803;900;12,2;100;66;13,7;3,1;143
999274;2026-05-22 16:56:43;1779461803;850;12,2;100;66;13,7;3,1;147
999803;2026-05-22 16:56:44;1779461804;900;12,2;100;66;13,7;3,0;151
1000425;2026-05-22 16:56:44;1779461804;900;12,8;100;66;13,7;3,0;155
1000970;2026-05-22 16:56:45;1779461805;900;12,8;100;66;13,7;3,0;159
1001498;2026-05-22 16:56:45;1779461805;900;12,2;100;66;13,7;3,0;162
1002185;2026-05-22 16:56:46;1779461806;900;12,8;100;66;13,7;3,0;167
1002716;2026-05-22 16:56:46;1779461806;900;12,2;100;66;13,7;3,1;171
1003249;2026-05-22 16:56:47;1779461807;900;12,2;100;66;13,7;3,1;174
1003946;2026-05-22 16:56:48;1779461808;1000;12,2;100;66;13,7;3,1;180
1004488;2026-05-22 16:56:48;1779461808;1150;14,6;100;66;13,7;3,1;184
1005017;2026-05-22 16:56:49;1779461809;900;13,4;100;66;13,7;3,1;188
1005545;2026-05-22 16:56:49;1779461809;900;12,2;100;66;13,7;3,1;192
1006076;2026-05-22 16:56:50;1779461810;900;12,8;100;66;13,9;3,1;195
1006608;2026-05-22 16:56:50;1779461810;950;12,8;100;66;13,9;3,1;200
1007225;2026-05-22 16:56:51;1779461811;950;12,8;100;66;13,9;3,1;204
1007764;2026-05-22 16:56:52;1779461812;1000;12,8;100;66;13,9;3,1;208
1008292;2026-05-22 16:56:52;1779461812;950;13,4;100;66;13,9;3,1;212
1008945;2026-05-22 16:56:53;1779461813;950;12,8;100;66;13,9;3,1;217
1009477;2026-05-22 16:56:53;1779461813;1000;13,4;100;66;13,9;3,1;221
1010005;2026-05-22 16:56:54;1779461814;1000;13,4;100;67;13,9;3,1;225
1010626;2026-05-22 16:56:54;1779461814;950;13,4;100;67;13,9;3,1;230
1011160;2026-05-22 16:56:55;1779461815;950;13,4;100;67;13,9;3,1;234
1011688;2026-05-22 16:56:55;1779461815;1050;14,0;100;67;14,1;3,1;239
1012385;2026-05-22 16:56:56;1779461816;1100;14,0;100;67;14,1;3,1;244
1012916;2026-05-22 16:56:57;1779461817;1200;17,2;76;67;14,1;3,1;250
1013448;2026-05-22 16:56:57;1779461817;1300;18,0;68;67;13,9;3,1;255
1014145;2026-05-22 16:56:58;1779461818;1350;18,6;65;67;13,9;3,1;263
1014689;2026-05-22 16:56:58;1779461818;1400;19,2;65;67;13,9;3,1;269
1015219;2026-05-22 16:56:59;1779461819;1400;19,2;62;67;13,9;3,0;274
1015746;2026-05-22 16:57:00;1779461820;1450;25,6;61;67;13,9;3,0;281
1016277;2026-05-22 16:57:00;1779461820;1550;26,2;61;67;13,9;3,0;287
1016809;2026-05-22 16:57:01;1779461821;1650;28,0;61;67;13,9;3,0;295
1017505;2026-05-22 16:57:01;1779461821;1700;29,0;61;67;13,9;3,0;304
1018036;2026-05-22 16:57:02;1779461822;1700;30,6;59;67;13,9;3,1;312
1018571;2026-05-22 16:57:02;1779461822;1750;31,2;57;67;13,9;3,1;319
1019185;2026-05-22 16:57:03;1779461823;1750;31,6;56;67;13,9;3,1;328
1019715;2026-05-22 16:57:03;1779461823;1750;32,6;56;67;13,9;3,1;336
1020245;2026-05-22 16:57:04;1779461824;1800;33,2;54;67;13,9;3,1;343
1020866;2026-05-22 16:57:05;1779461825;1850;33,2;54;67;13,9;3,1;352
1021402;2026-05-22 16:57:05;1779461825;1800;33,2;54;67;13,9;3,1;360
1021934;2026-05-22 16:57:06;1779461826;1850;33,4;54;67;13,9;3,1;369
1022626;2026-05-22 16:57:06;1779461826;1850;33,8;53;67;13,9;3,0;379
1023157;2026-05-22 16:57:07;1779461827;1850;33,8;53;67;13,9;3,0;387
1023695;2026-05-22 16:57:07;1779461827;1900;33,8;53;67;13,7;3,0;395
1024345;2026-05-22 16:57:08;1779461828;1900;33,8;53;67;13,7;3,0;406
1024878;2026-05-22 16:57:09;1779461829;1900;33,8;53;67;13,7;3,1;414
1025416;2026-05-22 16:57:09;1779461829;1900;33,8;53;67;13,9;3,1;422
1026066;2026-05-22 16:57:10;1779461830;1900;33,8;53;67;13,9;3,1;432
1026602;2026-05-22 16:57:10;1779461830;1900;33,8;53;67;13,9;3,1;440
1027135;2026-05-22 16:57:11;1779461831;1900;34,2;53;67;13,9;3,1;449
1027786;2026-05-22 16:57:12;1779461832;1900;31,2;56;67;13,9;3,1;459
1028329;2026-05-22 16:57:12;1779461832;1550;26,8;59;67;13,9;3,1;465
1028862;2026-05-22 16:57:13;1779461833;1550;26,6;60;67;13,9;3,1;472
1029506;2026-05-22 16:57:13;1779461833;1550;44,8;61;67;13,9;3,1;480
1030040;2026-05-22 16:57:14;1779461834;1200;16,0;100;67;13,9;3,1;485
1030572;2026-05-22 16:57:14;1779461834;1150;16,0;100;67;13,9;3,1;490
1031185;2026-05-22 16:57:15;1779461835;1100;14,6;100;67;13,7;3,1;496
1031720;2026-05-22 16:57:15;1779461835;1000;14,0;100;67;13,7;3,1;500
1032250;2026-05-22 16:57:16;1779461836;1100;15,2;100;67;13,7;3,1;505
1032865;2026-05-22 16:57:17;1779461837;1200;16,0;100;67;13,7;3,1;510
1033398;2026-05-22 16:57:17;1779461837;1100;14,6;100;67;13,7;3,1;514
1033930;2026-05-22 16:57:18;1779461838;1000;13,4;100;67;13,9;3,1;519
1034505;2026-05-22 16:57:18;1779461838;950;12,2;100;67;13,9;3,1;522
1035036;2026-05-22 16:57:19;1779461839;900;12,8;100;67;13,9;3,1;526
1035567;2026-05-22 16:57:19;1779461839;950;13,4;100;67;13,9;3,1;531
1036098;2026-05-22 16:57:20;1779461840;950;14,0;67;67;14,1;3,1;535
1036619;2026-05-22 16:57:20;1779461840;1600;24,8;76;67;14,1;3,1;542
1037156;2026-05-22 16:57:21;1779461841;1750;27,8;76;67;14,1;3,1;549
1037687;2026-05-22 16:57:21;1779461841;1800;27,8;76;67;13,9;3,1;556
1038221;2026-05-22 16:57:22;1779461842;1800;27,8;76;67;13,9;3,1;564
1038757;2026-05-22 16:57:23;1779461843;1800;28,2;75;67;13,9;3,0;572
1039290;2026-05-22 16:57:23;1779461843;1850;29,6;72;67;13,9;3,0;581
1039903;2026-05-22 16:57:24;1779461844;1850;29,6;68;67;13,9;3,0;590
1040437;2026-05-22 16:57:24;1779461844;1850;29,6;68;67;13,9;3,1;597
1040973;2026-05-22 16:57:25;1779461845;1850;30,4;65;67;13,9;3,1;606
1041506;2026-05-22 16:57:25;1779461845;1800;31,2;61;67;13,9;3,1;614
1042052;2026-05-22 16:57:26;1779461846;1800;31,6;59;67;13,9;3,1;622
1042579;2026-05-22 16:57:26;1779461846;1750;31,6;59;67;13,9;3,1;629
1043266;2026-05-22 16:57:27;1779461847;1750;32,6;56;67;13,9;3,1;639
1043799;2026-05-22 16:57:28;1779461848;1750;31,6;56;67;13,9;3,1;647
1044332;2026-05-22 16:57:28;1779461848;1750;31,6;56;67;13,9;3,1;654
1044986;2026-05-22 16:57:29;1779461849;1750;31,6;56;67;13,9;3,1;664
1045515;2026-05-22 16:57:29;1779461849;1750;31,6;56;67;13,9;3,1;671
1046047;2026-05-22 16:57:30;1779461850;1750;31,6;56;67;13,9;3,1;678
1046705;2026-05-22 16:57:30;1779461850;1700;31,6;56;68;13,9;3,1;688
1047236;2026-05-22 16:57:31;1779461851;1700;29,6;59;68;13,9;3,1;695
1047771;2026-05-22 16:57:32;1779461852;1700;29,6;59;68;13,9;3,1;703
1048386;2026-05-22 16:57:32;1779461852;1700;29,6;59;68;13,9;3,1;712
1048918;2026-05-22 16:57:33;1779461853;1700;29,6;60;68;13,9;3,1;719
1049454;2026-05-22 16:57:33;1779461853;1700;29,4;61;68;13,9;3,1;726
1050106;2026-05-22 16:57:34;1779461854;1700;30,0;60;68;13,9;3,1;735
1050636;2026-05-22 16:57:34;1779461854;1750;31,2;56;68;13,9;3,1;742
1051169;2026-05-22 16:57:35;1779461855;1750;31,6;56;68;13,9;3,1;750
1051825;2026-05-22 16:57:36;1779461856;2050;29,4;72;68;13,9;3,1;761
1052370;2026-05-22 16:57:36;1779461856;2100;30,0;75;68;13,9;3,1;770
1052900;2026-05-22 16:57:37;1779461857;2200;30,8;72;68;13,9;3,0;780
1053546;2026-05-22 16:57:37;1779461857;2250;32,2;68;68;13,9;3,0;791
1054077;2026-05-22 16:57:38;1779461858;2300;31,6;68;68;13,9;3,0;801
1054611;2026-05-22 16:57:38;1779461858;2000;28,8;76;68;13,9;3,0;810
1055305;2026-05-22 16:57:39;1779461859;1950;28,8;75;68;13,9;3,1;821
1055850;2026-05-22 16:57:40;1779461860;1950;28,8;75;68;13,9;3,1;830
1056385;2026-05-22 16:57:40;1779461860;1950;29,6;72;68;13,9;3,0;838
1056984;2026-05-22 16:57:41;1779461861;1950;29,6;72;68;13,9;3,0;848
1057514;2026-05-22 16:57:41;1779461861;1950;29,6;72;68;13,9;3,0;856
1058049;2026-05-22 16:57:42;1779461862;1850;30,4;68;68;13,9;3,0;864
1058665;2026-05-22 16:57:42;1779461862;1800;28,6;72;68;13,9;3,0;874
1059197;2026-05-22 16:57:43;1779461863;1800;28,6;72;68;13,9;3,0;881
1059730;2026-05-22 16:57:43;1779461864;1700;20,0;68;68;13,9;3,0;889
1060341;2026-05-22 16:57:44;1779461864;1200;16,0;100;68;13,9;3,1;894
1060874;2026-05-22 16:57:45;1779461865;1100;15,2;100;68;14,1;3,1;899
1061404;2026-05-22 16:57:45;1779461865;1050;14,6;100;68;14,1;3,1;904
1061905;2026-05-22 16:57:46;1779461866;950;14,0;100;68;14,1;3,1;908
1062439;2026-05-22 16:57:46;1779461866;950;13,4;100;68;14,1;3,0;912
1062970;2026-05-22 16:57:47;1779461867;950;12,8;100;68;13,9;3,0;915
1063586;2026-05-22 16:57:47;1779461867;950;12,8;100;68;13,9;3,0;920
1064120;2026-05-22 16:57:48;1779461868;950;12,8;100;68;13,9;3,0;924
1064648;2026-05-22 16:57:48;1779461868;950;12,8;100;68;13,9;3,0;927
1065264;2026-05-22 16:57:49;1779461869;950;13,4;100;68;13,9;3,1;932
1065794;2026-05-22 16:57:50;1779461870;1150;16,6;100;68;14,1;3,1;937
1066328;2026-05-22 16:57:50;1779461870;1300;18,6;65;68;14,1;3,1;943
1066986;2026-05-22 16:57:51;1779461871;1550;24,8;76;68;14,1;3,0;951
1067523;2026-05-22 16:57:51;1779461871;1750;27,8;76;68;13,9;3,0;959
1068059;2026-05-22 16:57:52;1779461872;1800;28,0;76;68;13,9;3,0;967
1068705;2026-05-22 16:57:52;1779461872;1850;28,2;72;68;13,9;3,0;976
1069253;2026-05-22 16:57:53;1779461873;1850;29,6;68;68;13,9;3,0;984
1069788;2026-05-22 16:57:54;1779461874;1850;30,6;68;68;13,9;3,1;993
1070426;2026-05-22 16:57:54;1779461874;1450;19,2;100;68;13,9;3,1;1001
1070962;2026-05-22 16:57:55;1779461875;1450;19,2;100;68;13,9;3,1;1007
1071494;2026-05-22 16:57:55;1779461875;1350;18,0;100;68;13,9;3,0;1012
1072106;2026-05-22 16:57:56;1779461876;1200;16,0;100;68;13,9;3,0;1019
1072642;2026-05-22 16:57:56;1779461876;1200;15,2;100;68;13,9;3,0;1023
1073174;2026-05-22 16:57:57;1779461877;1100;15,2;100;68;13,9;3,0;1028
1073866;2026-05-22 16:57:58;1779461878;1000;14,0;100;68;13,9;3,1;1034
1074400;2026-05-22 16:57:58;1779461878;1000;13,4;100;68;14,1;3,1;1038
1074933;2026-05-22 16:57:59;1779461879;1000;13,4;100;68;14,1;3,1;1042
1075585;2026-05-22 16:57:59;1779461879;1000;13,4;100;68;14,1;3,1;1047
1076121;2026-05-22 16:58:00;1779461880;1000;13,4;100;68;14,1;3,1;1051
1076654;2026-05-22 16:58:00;1779461880;1000;14,0;100;68;14,1;3,1;1055
1077305;2026-05-22 16:58:01;1779461881;1050;14,0;100;68;14,1;3,1;1061
1077842;2026-05-22 16:58:02;1779461882;1050;14,6;100;68;14,1;3,1;1065
1078375;2026-05-22 16:58:02;1779461882;1050;14,6;100;68;14,1;3,1;1070
1079025;2026-05-22 16:58:03;1779461883;1100;16,0;86;68;14,1;3,1;1075
1079568;2026-05-22 16:58:03;1779461883;1400;20,0;61;68;14,1;3,1;1082
1080103;2026-05-22 16:58:04;1779461884;1600;27,6;61;68;14,1;3,1;1089
1080745;2026-05-22 16:58:05;1779461885;1700;30,6;56;68;13,9;3,1;1098
1081280;2026-05-22 16:58:05;1779461885;1800;33,2;54;68;13,9;3,1;1105
1081814;2026-05-22 16:58:06;1779461886;1900;33,8;53;68;13,9;3,0;1114
1082466;2026-05-22 16:58:06;1779461886;2000;34,4;53;68;13,9;3,0;1124
1083014;2026-05-22 16:58:07;1779461887;2100;35,6;51;68;13,9;3,0;1133
1083546;2026-05-22 16:58:07;1779461887;1700;28,6;56;68;13,9;3,0;1141
1084187;2026-05-22 16:58:08;1779461888;1650;29,2;59;68;13,9;3,0;1149
1084719;2026-05-22 16:58:08;1779461888;1550;30,2;56;68;13,9;3,0;1156
1085253;2026-05-22 16:58:09;1779461889;1500;25,6;61;68;13,9;3,0;1163
1085986;2026-05-22 16:58:10;1779461890;1500;25,6;61;68;13,9;3,1;1172
1086529;2026-05-22 16:58:10;1779461890;1500;20,6;100;68;13,9;3,1;1178
1087062;2026-05-22 16:58:11;1779461891;1250;16,6;100;68;13,9;3,1;1183
1087585;2026-05-22 16:58:11;1779461891;1150;16,0;100;68;13,9;3,1;1187
1088119;2026-05-22 16:58:12;1779461892;1200;16,0;100;68;13,9;3,1;1193
1088654;2026-05-22 16:58:12;1779461892;1100;16,0;100;68;14,1;3,1;1198
1089345;2026-05-22 16:58:13;1779461893;1150;15,2;100;68;14,1;3,1;1204
1089879;2026-05-22 16:58:14;1779461894;1100;15,2;100;68;14,1;3,1;1209
1090411;2026-05-22 16:58:14;1779461894;1100;14,6;100;68;14,1;3,1;1213
1091065;2026-05-22 16:58:15;1779461895;1100;15,2;100;68;14,1;3,1;1219
1091595;2026-05-22 16:58:15;1779461895;1050;15,2;100;68;14,1;3,1;1224
1092133;2026-05-22 16:58:16;1779461896;1100;14,6;100;68;14,1;3,1;1228
1092785;2026-05-22 16:58:17;1779461897;1100;14,0;100;68;14,1;3,1;1234
1093337;2026-05-22 16:58:17;1779461897;1100;15,2;100;68;14,1;3,1;1239
1093867;2026-05-22 16:58:18;1779461898;1100;14,6;100;68;14,1;3,1;1243
1094505;2026-05-22 16:58:18;1779461898;1100;14,6;100;68;14,1;3,1;1248
1095037;2026-05-22 16:58:19;1779461899;1050;14,6;100;68;14,1;3,1;1253
1095568;2026-05-22 16:58:19;1779461899;1050;14,6;100;68;14,1;3,1;1258
1096185;2026-05-22 16:58:20;1779461900;1050;15,2;100;68;14,1;3,1;1263
1096727;2026-05-22 16:58:20;1779461900;1050;14,6;100;68;14,1;3,1;1267
1097258;2026-05-22 16:58:21;1779461901;1050;14,6;100;68;14,1;3,1;1272
1097905;2026-05-22 16:58:22;1779461902;1050;14,6;100;68;14,1;3,1;1277
1098437;2026-05-22 16:58:22;1779461902;1050;14,6;100;68;14,1;3,1;1282
1098966;2026-05-22 16:58:23;1779461903;1050;14,6;100;68;14,1;3,1;1286
1099586;2026-05-22 16:58:23;1779461903;1050;14,6;100;68;14,1;3,0;1292
1100127;2026-05-22 16:58:24;1779461904;1050;14,6;100;68;14,1;3,0;1296
1100658;2026-05-22 16:58:24;1779461904;1050;14,6;100;68;14,1;3,0;1301
1101306;2026-05-22 16:58:25;1779461905;1050;14,6;100;68;14,1;3,0;1306
1101840;2026-05-22 16:58:26;1779461906;1050;14,6;100;68;14,1;3,1;1311
1102370;2026-05-22 16:58:26;1779461906;1050;14,6;100;68;14,1;3,1;1315
1103065;2026-05-22 16:58:27;1779461907;1050;14,0;100;68;14,1;3,1;1321
1103604;2026-05-22 16:58:27;1779461907;1050;14,0;100;68;14,1;3,1;1325
1104137;2026-05-22 16:58:28;1779461908;1050;14,6;100;68;14,1;3,1;1330
1104825;2026-05-22 16:58:29;1779461909;1000;14,0;100;68;14,1;3,1;1335
1105357;2026-05-22 16:58:29;1779461909;1000;14,0;100;68;14,1;3,1;1339
1105893;2026-05-22 16:58:30;1779461910;1000;14,0;100;68;14,1;3,1;1344
1106585;2026-05-22 16:58:30;1779461910;1000;14,0;100;68;14,1;3,1;1349
1107127;2026-05-22 16:58:31;1779461911;950;14,0;100;68;14,1;3,1;1353
1107658;2026-05-22 16:58:31;1779461911;950;14,0;100;68;14,1;3,1;1357
1108304;2026-05-22 16:58:32;1779461912;1000;13,4;100;68;14,1;3,1;1363
1108835;2026-05-22 16:58:33;1779461913;950;13,4;100;68;14,1;3,1;1366
1109370;2026-05-22 16:58:33;1779461913;950;13,4;100;68;14,1;3,1;1371
1109985;2026-05-22 16:58:34;1779461914;950;12,8;100;68;13,9;3,1;1375
1110529;2026-05-22 16:58:34;1779461914;950;12,8;100;68;13,9;3,1;1379
1111061;2026-05-22 16:58:35;1779461915;900;12,8;100;69;13,9;3,1;1383
1111705;2026-05-22 16:58:35;1779461915;950;13,4;100;69;13,9;3,1;1388
1112238;2026-05-22 16:58:36;1779461916;900;12,8;100;69;13,9;3,0;1392
1112771;2026-05-22 16:58:37;1779461917;950;12,8;100;69;13,9;3,0;1396
1113386;2026-05-22 16:58:37;1779461917;900;12,8;100;69;13,9;3,0;1400
1113918;2026-05-22 16:58:38;1779461918;900;12,2;100;69;13,9;3,0;1403
1114449;2026-05-22 16:58:38;1779461918;900;12,8;100;69;13,9;3,0;1407
1115106;2026-05-22 16:58:39;1779461919;950;12,8;100;69;13,9;3,0;1412
1115635;2026-05-22 16:58:39;1779461919;900;12,8;100;69;13,9;3,0;1416
1116163;2026-05-22 16:58:40;1779461920;900;12,8;100;69;13,9;3,0;1418
342404;2026-05-22 17:06:19;1779462379;2100;24,4;81;70;0,0;0,0;13
342941;2026-05-22 17:06:20;1779462380;2100;24,8;78;70;13,9;3,0;22
343472;2026-05-22 17:06:20;1779462380;2100;25,0;76;70;13,9;3,0;29
344097;2026-05-22 17:06:21;1779462381;2100;25,2;76;70;13,9;3,0;39
344630;2026-05-22 17:06:21;1779462381;2100;25,4;75;70;13,9;3,0;50
345159;2026-05-22 17:06:22;1779462382;2000;24,6;72;70;13,9;3,0;60
345700;2026-05-22 17:06:22;1779462382;1950;24,6;78;70;13,9;3,0;68
346235;2026-05-22 17:06:23;1779462383;1950;24,6;78;70;13,9;3,0;75
346764;2026-05-22 17:06:24;1779462384;1950;24,6;77;70;13,9;3,0;84
347301;2026-05-22 17:06:24;1779462384;2000;24,8;77;70;13,9;3,0;93
347891;2026-05-22 17:06:25;1779462385;1950;25,0;76;70;13,9;3,0;102
348425;2026-05-22 17:06:25;1779462385;1950;25,0;76;70;13,9;3,0;110
348956;2026-05-22 17:06:26;1779462386;2000;25,0;76;70;13,9;3,0;118
349533;2026-05-22 17:06:26;1779462386;2000;25,0;76;70;13,9;3,0;129
350066;2026-05-22 17:06:27;1779462387;2050;23,4;80;70;13,9;3,0;138
350600;2026-05-22 17:06:27;1779462387;2300;23,6;86;70;13,9;3,0;147
351212;2026-05-22 17:06:28;1779462388;2300;23,6;86;70;13,9;3,0;159
351744;2026-05-22 17:06:29;1779462389;2350;23,6;86;70;13,9;3,0;169
352275;2026-05-22 17:06:29;1779462389;2350;23,6;86;70;13,9;3,0;179
352829;2026-05-22 17:06:30;1779462390;2350;23,8;86;70;13,9;3,0;189
353361;2026-05-22 17:06:30;1779462390;2350;23,8;86;70;13,9;3,0;199
353899;2026-05-22 17:06:31;1779462391;2400;23,8;86;70;13,9;3,0;210
354497;2026-05-22 17:06:31;1779462391;2400;23,8;86;70;13,9;3,0;221
355031;2026-05-22 17:06:32;1779462392;2400;23,8;86;70;13,9;3,0;232
355565;2026-05-22 17:06:32;1779462392;2400;23,8;86;70;13,9;3,0;243
356097;2026-05-22 17:06:33;1779462393;2400;24,0;86;70;13,9;3,0;253
356630;2026-05-22 17:06:33;1779462393;1700;22,6;100;70;13,9;3,0;261
